processed_text,class
rt im lol wan na nigger sleep outside trying hang,0
rt trash like wouldnt find heard talkin,2
rt bitch guy he didnt know little sure hand valerie jarrett betcha eve,1
rt get picture ppl white well ho past forget pretty else paint horrific,0
rt hoe im bout yo everywhere fly taking building chile greyhound bermuda,1
rt hoe im dont even care watched part reunion,1
rt bitch walk dress hard trying heel barely,1
rt ever bitch got son easy job disrespectful parent teenager commend,1
rt right made brownie hope pot,2
rt bitch like never tweet little anyone offended,1
rt please win year,2
rt around fool redneck aux cord,2
rt hoe ugly people everybody taken nerd,1
rt bitch side really put contract,1
rt hoe hate lmao already,1
rt bitch got lmfao phone,1
rt nigga pussy come getting superpower develop,1
rt hoe aint loyal th grade,1
rt hoe start bae realizing,1
rt bitch get twerk room thickest,1
rt trash white pt warfare,0
rt bitch like im virgin,1
rt bitch like school middle,1
rt get pussy school high unlimited,1
rt nigga pussy as,0
rt bitch nigga as steve left blue remember joe clue,1
rt bitch like mr incredible shaped mall,1
rt girl play soccer cheat wear khaki coloured cargo haircut,2
rt hoe like use kid day halloween dress national inner holiday,1
rt bitch shit bird face hope,1
rt bitch thats new youre thanks information,1
rt fuck bitch shit like much talk people irrelevant,1
rt hoe bae turn,1
rt bitch real tonight weekend turn tomorrow adult swim marriott mansion,1
rt bitch like dont even guy think cute ur weave stfu fake asf hunny,1
rt like pussy need please dm sound hit lady science project,1
rt bitch as yall booty rally shitty talm preparing prep,1
rt dat bitch like nigga lame bro unfollowed,1
rt bitch nigga wit fuk bos vice versa,1
rt hoe im get nigga love money da,0
rt bitch da wrong wife represent dnt den uso,1
rt cuffin bitch nigga say yo den dey fuked shuldnt,1
rt always bitch like get nigga cut lame real da wan na play try loose treated,1
rt fuck bitch told get nigga gone lmao pop longer dread oso,1
rt bitch like im tell every come beautiful sir,1
rt hoe shit swear happen turned housewife stevie nikko,1
rt racist kid right mixed mock folk gop anchor crew wing,2
rt bitch wrong whats breh,1
rt hoe woozy,1
rt fuck bitch love tell see dont would cuz hope fac,1
rt bitch word lover quality,1
rt im even ghetto,2
rt fuck bitch like pony,1
rt hoe wanta,1
rt bitch im yes way dress judging,1
rt day without charlie chaplin wasted laughter,2
rt hoe,1
rt new say future fight protest sign mong kok democracy site oppose communist,2
rt bitch im make na gon test tomorrow math,1
rt see want make kid thanks play charlie everytime puke shouldve gator nelson agholor cheeseburger,2
rt like retard asking govt cure down healthcare,1
rt new game call getting mock killed duty conan obrien repeatedly,2
rt bitch yeah tweet hell mistake office congressman admits benihana,1
rt hell tomorrow hand redneck lose accident somewhere firework jerking,1
rt hoe got yall ugly stop ta head pumping,1
rt woman man bitch like dont want act,1
rt bitch get asked dis water min ago dafuq,1
rt fuck told girl bird said sex taught uncle hard bee abt banged freckle,1
rt bitch still need stuff ur little parent permission,1
rt fuck retarded water challenge,1
rt hoe got better several,1
rt bitch drunk seat,1
rt bitch ya body wit bet hit flip shottie,1
rt get pussy yo check wear thong,1
rt hoe nigga dont mind sharing,1
rt bitch dumb,1
rt bitch serious came neck broken club,1
rt trash come weekend trassshhh,2
rt also street giant outside yankee stadium named similar rivera honor mariano,2
rt woman amp bitch pussy as real nude ask actually working men correction,1
rt get also death reason period perfect free men hair pant mermaid clam lure,2
rt bitch shit bout aint next talkin,1
rt bitch slay,1
rt stay soul away crow island collector warned,2
rt bitch ya broke real around stick,1
rt oreo frappuccino,2
rt bitch im game said chief cooler keef rap changed,1
rt bitch got tell see even say said lil ta hi blind deaf headphone wayne ju,1
rt trash nigga wale saidnvm,1
rt man hoe bitch fucking girl thats could shes okay knowing,1
rt bitch smack filter,1
rt ever got dont win ny steve yankee yep biggest compared alabama payroll theyve spurrier sorta,2
rt bad bitch fucking make wan na think bunch drake jcole tyga motivated abou,1
rt bitch catch finger switch itchin snitch,1
rt fuck bitch dont as lil stupid,1
rt like suck dick act faggot doesnt mean also,1
rt retard roll good dad lawful,2
rt man take hoe shit got picture everybody crazy nerve clothes,1
rt bitch dont as yo stop nobody sound care sorry self spicy explaining eww,1
rt hoe shit cause lot laugh peep actor,1
rt hoe thing think know lot different two yal,1
rt bitch nigga loose snitch,1
rt bad youre charlie sheen rude wig idiot slam rihanna rejecting fiancee,2
rt look like fag tight loud color pant,0
rt hoe know wishy washy,1
rt boy hoe discover,1
rt hoe bitch im tired cant even toe as thick yo fat calling touch bend withou,1
rt bird mind side head clear crashed,2
rt trash ya stink as lmfaoooooooooo falcants lmfaooooooooooo,1
rt bitch crazy,1
rt trash riff raff,2
rt hoe see retweet bae mention,1
rt going year already next jeter indeed memory plenty odd arrived,2
rt ya tell pussy really fuckin help beard juice grow barbarian,1
rt bitch like nigga said act day best drake,1
rt bitch fucking im youre mom dad who,1
rt bitch hate bout single put bf brag,1
rt place bitch like say em better kill world dy lonely,1
rt bitch might cause see wonder gucci chain bright stevie conceited,1
rt bitch wasnt ready benzino,1
rt trash like tell chose save trying environment hypocritical douc,2
rt hoe tired dick dealing,1
rt hoe make use excuse wit ho mean control happened seem theit cope,1
rt hoe get thats nigga tell ur bc face lie action cheated denial homegirl,1
rt woman hoe see dont think past action fall denial angel facade,1
rt amp fuck dont pussy as stop doesnt stand people exist bullying existbitch,1
rt bitch like twitter flirting,1
rt hoe one loyal girlfriend hundred worth,1
rt bitch fact scientist trippin recently discovered,1
rt bitch get,1
rt hoe got aint em better yeah ugly making student fugly esj leon lyi,1
rt bitch thot demon possessed,1
rt amp hoe girl dont twitter good made alot father attention receive became,1
rt hoe love dont everybody word especially mannn famu,1
rt amp hoe dick want good sum attention hbcu,1
rt nigga even fucked scream wasnt virgin fa expecting moaningbitch,1
rt got im dick say month bomb professor kappa alpha iota amptwo hoei,1
rt trash got posted guess none famu confession,2
rt hoe fuck look id know way bc time ill break become anyone biggest bf ampprobably,1
rt hoe im love body one sex went count famu semester,1
rt love pussy eat party juice sigma famu,1
rt pussy fucked know shes second little taste sloppy homegirl alpha famu,1
rt get nigga play dyke famu,1
rt girl pussy best track bethunecookman,1
rt thing cant one yellow remember seeing bright showed whats ref martin indi,2
rt hoe get day fool pas today,1
rt hoe like girl say yall dating lil mature outside rampage,1
rt bitch fucked yo tho bruh tried,1
rt bitch fucked yo aye mistake,1
rt bitch klutzy,1
rt bitch cause im tae,1
rt hoe still eating beefing yr sleeping spot mf ago nighas restau,0
rt hoe bitch get bet mama yous jam omm snitch,1
rt bitch look like shoe pull,1
rt he year second yellow time someone idiot wrecked rahals,2
rt get dick okay mouth mock pretending michael sam johnny mocked manziel hed,1
rt fuck fucking probably faggot behind thirsty eachother redemption,1
rt bitch smh son rich gready,1
rt bitch nigga as steve left blue remember joe clue,1
rt bitch nigga thank hot every day ability jesus tend wing uncanny,1
rt like nigga bout night time worried last cool bitchesits,1
rt hoe love one headed bucket noway,1
rt always like im tired new never retard bruh sleep specie disrespect sooooooooooooooo,1
rt bitch got wonder huge attractive,1
rt bitch got nigga twitter know nerve,1
rt fucking charlie sheen bos,1
rt dont pussy yall female trick selling majority fooled gassing prostituting escorting,1
rt bitch like cant want pic throw try ill someone help decide ehh often whether insta,1
rt bitch sit im bout picture think talking naked almost addicted,1
rt bitch kamehamehaaaaaaa,1
rt hoe zero word gtgtgtgt,1
rt hoe af ik al de een gaan vraag nl zich maanden pers stel hoeren ge,2
rt oreo thanks looking found xx pocket,2
rt bird pooped,2
rt yellow,2
rt cry never mock pledge fallen ancient absent,2
rt woman ever black south racist first dude party war redneck elected,1
rt like im big go talk use way pissed ghetto word either fabulous trashy scholar merit,1
rt bitch another cause nigga call na know yo hell gon break lord loose handsome entertain,1
rt bitch going cut door id think someone next building grill sausage taunting,1
rt amp bitch girl easy simple amazes normal sane itd insane ge,1
rt hoe fucked guy know excuse around people moment trusting especially,1
rt cuffin like girl nigga dont pussy really around community thatve,1
rt bitch big go bc bye head ego sholl,1
rt trash fuck troll islam pigfucking,0
rt hoe girl know damn isnt well give allowed weather boyfriend channel jacket cou,1
rt need care retarded facebook dislike button,1
rt amp hate im wont pussy youre happen mom lie sorry joke offend,1
rt fuck pussy tweet stop feeling offend sensitive,1
rt bitch city math equal,1
rt hoe start dont molly pop control popping birth,1
rt bitch saying point proving,1
rt bitch youre hurt easier nicer,1
rt hoe ugly people everybody taken nerd,1
rt bitch get rolling backpack,1
rt hoe girl single many good taken,1
rt bitch could right ill restrain,1
rt always bitch thats pussy stink eat mad dance henny shmoney beefdrink,1
rt bad bitch aint lost nothin worse happened fuuuck,1
rt th little bed mock remember hand putting held laying puppet trial horrified convicting,2
rt bitch got pussy type hairy herps,1
rt bitch love never act hollywood,1
rt shouldnt man cancel even show baseball yankee fold boston bother franchise,2
rt skinny suck dick faggot nigger giant remind,1
rt cant yo cracker great follow totally seem twin understood peak outdoors goldfish,2
rt pussy new think cheat theyre men smell addicted,1
rt hoe got lmao ppl white ate late nae stonnaaaaa,1
rt said glad someone chief keef trashim,1
rt bitch miss low key,1
rt hoe got tweakin grandma turnt,1
rt bitch better play,1
rt bitch hate dont as call fuckin ugh answer,1
rt bitch im go tread carefully,1
rt bitch fucking cant stand dumb,1
rt friend read ho text something phone put horrible reply forgets,2
rt hoe old madddd slayed attire,1
rt bitch one yeah scale ten twelve,1
rt bitch fact scientist trippin recently discovered,1
rt bitch true making come wish texting,1
rt take bitch ugly selfies,1
rt hoe like da school baby wen mannn,1
rt fuck bitch fucking go flex kidding htown connor brandeis helotes,1
rt trash cowboy nfl normal bike againthe,2
rt get pussy want let brother control put asshole happens persona femalesthat,1
rt hoe top rapper childish lupe papoose ten hopsin canibus imt joell ortiz kr,1
rt mock soldier hitler allied atop balcony reich chancellery fred ramage,2
rt hoe go tell one shes bruh hit keep text texting blunt,1
rt im ok wasnt good close watching mook luxneither hitm,2
rt hoe go tell one shes bruh hit keep text texting blunt,1
rt hoe im drug guy foh sex lot people sell crack dealer hoeand,1
rt bitch ya got girl get back ta watch hit text else slow texting defensive dwig,1
rt ever bitch fucking im yea youre call na side gon later ex,1
rt woman retarded men tipsy trashy often appear rambling lawless lustful,0
